text,Label,Sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SxPxAxCxE @CPHO_Canada You got it right. The fiat is crashing hard like it has 4800 times in history. Now they will use this scam to input the digital currency . Thats why they need everyone to buy into the covid scam and digital passport. Nothing will be bought sold or traded with out it Do not comply,economy,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MattGiancolaPPC UBI + any conditions (at all) = slavery 

Vaccine job/ etc mandates = slavery 

Sadly this isn't hyperbole. They are literally legalizing slavery through the back door. 

Sort of want to vomit.",economy,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@immafrenchfri @TrunixW @RickComtois24 @CPHO_Canada No, they classify them as partially vaxxed in the reporting. 
And the proof is in the daily covid updates here.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@_kevinsousa Hey brother welcome back, how was your trip ? Feeling nice and relaxed ?",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Cryptob41792251 @eugyppius1 @TonyHinton2016 @GraduatedBen @MichaelPSenger I agree. I have been keeping track of how sneaky Canada is when communicating the efficacy of the vaccine vs unvax. They use the case date all the way back to Dec14,2020 when vaccination started. Plus if we knew how many 2x had multiple breakthrus that would be even more telling.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@microlabdoc I don't see policy being driven by this"" .at least not in Florida nor in many other states.  ò¨ ò¨ Not that much in Canada either.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Canada_BTS @SoFiStadium you need to do better! We want to be in a safe and healthy!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MattGiancolaPPC So my taxes will then stay with me since I sit. Get the benefits other citizens receive..,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MarkLevineNYC A family member flew from Canada to the US the other week. Nobody at any point in their trip checked vaxx status or negative test result (both of which they had). 
Good luck USA.",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@BertaBoy82 Yeah I know fuck ""òem""  and fuck their vaccine bullshit",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MimiBusk @SiennaS2011 @northyorkcondo Who are the Spotify fear mongers? Just because 90% are vaccinated does not mean they believe in the vaccine. Many were forced, and many others regret the choice. 

Assuming everyone in your group thinks the same as you? Sounds like you're in the cult.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@NkoloMboka @CP24 Nah I know a lot people who got fake vaccine passports from Mexico and showed these to the Canadian government and they got verified and now they were able the real vaccine passports from fake ones.,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ethicalpsycholo @mgubrud @PeterHotez @AlexWitt I'm from Canada. There was a length of time where I couldn't go from the province I live in to the province my parents live in due to a travel ban. I haven't gone into the US since Covid started because of the land borders being closed.,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@an_feilding @mgubrud @PeterHotez @AlexWitt Yes. But that wasn't punishing a country for revealing information that they didn't have to reveal. These bans will cause immense damage to the economies in the banned countries.,economy,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JohnBro35677821 @BeHappyAnyway @moneywisecom It's more of an autocracy in Canada. At least in the US, states have more power than the federal government in many ways. So if you want freedom you can move to a free state like Florida. In Canada you don't have that luxury",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@prairiecentrist The virus would have barely anywhere to go if everyone was vaccinated.

We generated our own variant right here in Canada, and the next concerning one could easily come from here too.

The solution is vaccination. Get your kids vaccinated. Get your booster when you can.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@gpattwx @NKossovan @Rootbrian_ @WHO Yet there was the polio vaccine, actually killing people and also actually making people infectious with polio to spread the actual disease to others. And then it was improved to not be a live virus down the road. The US even stopped administering it yet Canada pushed on instead.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@TrevorABranch @jtbudz @IngridKatzMD It sucks, but Canadian hospitals are already unable to provide many types of care (surgeries cancelled, patients dying due to long waits) because of too many Covid patients. We can't make it easy for this new variant (will increase deaths here) just to save S. African tourism.",variant,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@SpaFoot2 @raelyn50876628 @RepSwalwell And how is the Covid rate in Canada? I would imagine with all of that security the virus has to pass through, it's non existent.",precaution,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@GrandMatriarch1 @gpattwx @NKossovan @Rootbrian_ @WHO Polio vaccine, when first introduced, was totally a live virus that did, in fact, kill people and also did, in fact, make them infectious where they could spread the disease to others. The US stopped administering the vaccine because of that and Canada continued to give it.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Balacla27914533 I'm high AF at a bar watching a bunch of masked women dance in a circle to Ozzy Osbourne's Crazy Train. Canada is an amazing country,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DJCourtneyJm Family in Canada just advised that they took the astrozenica vaccine and now they are approved for a Pfizer booster...,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What's ""Really"" Happening

Despite Rebukes, Florida Has Lowest New COVID-19 Case Rate in Nation

US Far Behind Mexico, Canada, and Europe in Election Safeguards

Afghan Evacuees Underwent Little Vetting Despite Biden Promise

Philadelphia Surpasses Murder Record Set in 1990",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MelissaLMRogers Mine too!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SinghJassjeet @NewsroomGC @GovCanHealth sir covaxin is already approved by who and canada govt,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@rick_pittman @ComradeVero Can you still get out for exercise each day ? That helps me with my mental health .,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@CMOMaharashtra @MantralayaRoom @MoHFW_INDIA legit concern! So what happens to people who have double vaccination certificate from USA, Canada or EU. Is there a website where we can upload our certificate and get the ""bhai sahab woh modi kay photo wala chahiye"" @timesofindia",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@GrandMatriarch1 @gpattwx @NKossovan @Rootbrian_ @WHO Because the benefits were greater than the downside. And why? Because polio infected rich people far more than it infected poor people. And why? Because polio, existing in the environment, only became a problem when disinfecting stopped people from being exposed and build immunity.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MattGiancolaPPC Guess that when I have to stop working, then I won't have to pay taxes to support the other lot.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I think that Canada ends Covid-19 policy turning back asylum-seekers between border crossings,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@EmilyCWaldon The random meets and conversations are what I missed most during COVID.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@__philipn__ @jljcolorado @CDCgov Canadian here, yes they do as even we defer to some U.S. organizations for guidance on respirators, so it actually has international implications.",precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Concern63647639 @V4Families @SeanFraserMP Even though by giving covid reason almost for 2 yrs, now it's time to change. But still it's the same. @SeanFraserMP why processing still taking time ? What's happening We need an answer @CitImmCanada you are torturing our lives and ruining our marriages @CitImmCanFR @PMcanadien",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@den0408 @merry123459 61 people from two planes in Amsterdam tested positive for Covid today.  24 hours before boarding those planes the All tested negative.,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Had an incredibly helpful discussion in the Vaccine Conversation Workshop run by @COVID_19_Canada. It emphasized compassion and listening are the best tools we have to help discuss vaccine hesitance, and my perspective on the approach has been changed for the better.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you have these difficult conversations come up in your life, I highly recommend attending one of these workshops which are totally free and online at 8-9:30 which is great for many schedules.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Canada_BTS That's not good at all. Stay safe.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@SeanFraserMP Even though by giving covid reason almost for 2 yrs, now it's time to change. But still it's the same. @SeanFraserMP why processing still taking time ? What's happening We need an answer @CitImmCanada you are torturing our lives and ruining our marriages @CitImmCanFR @PMcanadien",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@CityBlogger123 @CTVNews Won't be any economy if we all die from Covid. Disease control takes priority,economy,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Canada_BTS The concert has been pushed 1h. @SoFi You'll have to do something about your own mess!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@dasvee @ErinnLife @BogochIsaac Delta is worse than OG SARS2 because it reduces vaccine efficacy. One jurisdiction in Canada reported 20% breakthrough infections.,variant,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@hodgy39 She's a different world south of the 49th parallel. 
It's almost like covid isn't a thing.",covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rick_pittman Been following you for awhile- stay strong!   I have such anxiety about what is happening and may lose my job in 1-2 months  cuz I won't take the jab. My life/family are far more important. But, the stress and fear is overwhelming. Your words have encouraged me - I appreciate you",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@nspector4 Unfortunately we've just seen and have since become hostage, as a Nation, to the result of first past the post democracy. No wonder someone rejected his pledge to change it. #entitled",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@TrippettaRaffe @NKossovan @Rootbrian_ @WHO Is that not the scientific way?  òÖ,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"So let me get this straight: Kenney, the provincial leader than never closed borders and launched the ""òbest summer ever' COVID cesspool, is postering that the Prime Minister will not protect Canada from the Omicron variant by leaving borders open.",government,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mayowacrown @thierry_pires @AirCanada Ya they both suck as companies. They don't care if you miles expire and its not like anyone could travel during most of covid plus no businesses except @home_hardware accept @Aeroplan anymore so the only option is to get a @TD_Canada credit card which is impossible.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@tracymills9 @Finneganporter Can you translate this into English? I don't speak gibberish.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@heyheyadaibhi If they're doing the same thing they're doing in Canada it's probably a QR code I'm pretty sure they're doing the same thing worldwide so it's a standardized system I was honestly kind of mind blown when I signed up for an eHealth account and I could see every time I saw a doctor,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@luciusbanns @dfi_playah @M_Phatical @IcicleThieves @BretWeinstein The totalitarian woke government of Canada.,government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@AnnaB69522008 @moneywisecom Sweden, yes is free. Canada is not free unless you have a vaccine passport. Covid cases are going up again and thankfully are spiking in the provinces that voted for these policies",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Someone asked ""How could this happen?"" The response was chilling: ""We gave up our guns, Mate!""
#COVID19 #covidvariant #Covid_19 #Ontario #freedom #Canada #NoMore #NoMasks #NoMandatoryVaccines #NoVaccinePassportsAnywhere #NoVaccines #novaxpassports",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@rogertansey It's a requirement in Canada,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Sk8judgeDT @LWolynetz @imgrund Still? Even after Health Canada's more or less admission that COVID is airborne? Those school boards are asking to get sued if a teacher or staff gets sick.,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Babyg_wc @JamesfWells @10DowningStreet Canada has vaccine passports to enter sporting events. We all ware masks in stores and Public Transport. Our stress levels, quality of life  and covid numbers are so much better than in the UK and US. Being kind to your neighbors is being kind to yourself. What's the big deal?",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@itaniknight 99% survival rate, median age of death in Canada is 79 for Covid.
Doesn't meet the threshold of digital slavery.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JANEMCARTHUR11 @McDevonMD The disparities in protocols across the country have reached the apex of foolishnes and comedy.

#COVID19 #pandemic #Canada",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@1CeliaGreen @drajm Absolutely agree, but here's the rub: #Omicron may well be able to evade current vaccines. If we can keep it out and vaccinate our kids against Delta, then great. If Omicron gets in and becomes the dominant variant, could we still justify the risks of a potentially useless vaccine?",variant,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Lauralynn4poems @GiseleNiachen @MarkFriesen08 Covid*,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@1CeliaGreen You mean kids are getting a sniffle?? Dear god. Kill them, to keep them safe.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MWM47_ @SocialJ18418174 @wendyc78757 @washingtonpost And? You think this the very first vaccine I have ever had?
Time for to put on your big boy pants and get the COVID vax"" 
 êî",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ZeroCovfefe @JayVee5247506 @Brian_Orak @NervousKitty1 She has a following here in Canada too ""î but when she started openly credential shaming other COVID scientists, I lost all respect for her.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@bbctamil Did u also discuss Vaccine Racism   from Britain and Canada,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@UbakaOgbogu @Dave_Khan Canada must ban all international flights immediately; especially gateways cities like Amsterdam, London and Frankfurt. We need to get developing countries vaccinated forthwith and the G20 can foot the bill.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MelissaLMRogers Address please .byob òÄ,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SpaFoot2 @raelyn50876628 @RepSwalwell Sounds miserable. So glad the US is a free country.,government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Spork1975 @Jan_Ham @Morneque I'm Canadian and I'm still mad about that. 
Kemp is crooked as a snake. You should not be allowed to administer and exclude folks from the voter rolls of an election for higher office like that. 
And the GOP learned from him. Secretary of State never used to be a big competition.",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SammyG_MD @Chuckw12 You mean on Ontario shelves,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
